portnum,Service_name,protocol,open_frequency
2304,attachmate-uts,tcp,0.000076
2312,wanscaler,tcp,0.000076
2313,iapp,tcp,0.000076
2325,ansysli,tcp,0.000076
2326,idcp,tcp,0.000076
2330,tscchat,tcp,0.000076
2335,ace-proxy,tcp,0.000076
2340,wrs_registry,tcp,0.000076
2371,worldwire,tcp,0.000076
2372,lanmessenger,tcp,0.000076
2375,docker,tcp,0.000076
2376,docker,tcp,0.000076
2391,3com-net-mgmt,tcp,0.000076
2418,cas,tcp,0.000076
2425,fjitsuappmgr,tcp,0.000076
2435,optilogic,tcp,0.000076
2436,topx,tcp,0.000076
2438,msp,tcp,0.000076
2439,sybasedbsynch,tcp,0.000076
2449,ratl,tcp,0.000076
2456,altav-remmgt,tcp,0.000076
2463,lsi-raid-mgmt,tcp,0.000076
2472,c3,tcp,0.000076
2505,ppcontrol,tcp,0.000076
2531,ito-e-gui,tcp,0.000076
2532,ovtopmd,tcp,0.000076
2550,ads,tcp,0.000076
2551,isg-uda-server,tcp,0.000076
2558,pclemultimedia,tcp,0.000076
2567,clp,tcp,0.000076
2580,tributary,tcp,0.000076
2583,mon,tcp,0.000076
2584,cyaserv,tcp,0.000076
2598,citriximaclient,tcp,0.000076
2606,netmon,tcp,0.000076
2622,metricadbc,tcp,0.000076
2623,lmdp,tcp,0.000076
2631,sitaradir,tcp,0.000076
2644,travsoft-ipx-t,tcp,0.000076
2691,itinternet,tcp,0.000076
2700,tqdata,tcp,0.000076
2706,ncdmirroring,tcp,0.000076
2711,sso-control,tcp,0.000076
2712,aocp,tcp,0.000076
2723,watchdog-nt,tcp,0.000076
2728,sqdr,tcp,0.000076
2734,ccs-software,tcp,0.000076
2804,dvr-esm,tcp,0.000076
2806,cspuni,tcp,0.000076
2812,atmtcp,tcp,0.000076
2847,aimpp-port-req,tcp,0.000076
2850,metaconsole,tcp,0.000076
2882,ndtp,tcp,0.000076
2888,spcsdlobby,tcp,0.000076
2889,rsom,tcp,0.000076
2898,appliance-cfg,tcp,0.000076
2901,allstorcns,tcp,0.000076
2902,netaspi,tcp,0.000076
2908,mao,tcp,0.000076
2930,amx-weblinx,tcp,0.000076
2957,jmact5,tcp,0.000076
2958,jmact6,tcp,0.000076
2973,svnetworks,tcp,0.000076
2984,hpidsadmin,tcp,0.000076
2987,identify,tcp,0.000076
2988,hippad,tcp,0.000076
2991,wkstn-mon,tcp,0.000076
2997,rebol,tcp,0.000076
3002,exlm-agent,tcp,0.000076
3014,broker_service,tcp,0.000076
3023,magicnotes,tcp,0.000076
3057,goahead-fldup,tcp,0.000076
3062,ncacn-ip-tcp,tcp,0.000076
3063,ncadg-ip-udp,tcp,0.000076
3080,stm_pproc,tcp,0.000076
3089,ptk-alink,tcp,0.000076
3102,slslavemon,tcp,0.000076
3103,autocuesmi,tcp,0.000076
3118,pkagent,tcp,0.000076
3121,unknown,tcp,0.000076
3146,bears-02,tcp,0.000076
3167,nowcontact,tcp,0.000076
3190,csvr-proxy,tcp,0.000076
3200,tick-port,tcp,0.000076
3210,flamenco-proxy,tcp,0.000076
3220,xnm-ssl,tcp,0.000076
3240,triomotion,tcp,0.000076
3263,ecolor-imager,tcp,0.000076
3280,vs-server,tcp,0.000076
3281,sysopt,tcp,0.000076
3291,sah-lm,tcp,0.000076
3310,dyna-access,tcp,0.000076
3311,mcns-tel-ret,tcp,0.000076
3319,sdt-lmd,tcp,0.000076
3334,directv-web,tcp,0.000076
3362,dj-ilm,tcp,0.000076
3363,nati-vi-server,tcp,0.000076
3365,contentserver,tcp,0.000076
3368,satvid-datalnk,tcp,0.000076
3374,cluster-disc,tcp,0.000076
3388,cbserver,tcp,0.000076
3396,printer_agent,tcp,0.000076
3414,wip-port,tcp,0.000076
3415,bcinameservice,tcp,0.000076
3419,softaudit,tcp,0.000076
3425,agps-port,tcp,0.000076
3430,ssdispatch,tcp,0.000076
3439,hri-port,tcp,0.000076
3443,ov-nnm-websrv,tcp,0.000076
3479,twrpc,tcp,0.000076
3483,slim-devices,tcp,0.000076
3485,celatalk,tcp,0.000076
3486,ifsf-hb-port,tcp,0.000076
3497,ipether232port,tcp,0.000076
3503,lsp-ping,tcp,0.000076
3505,ccmcomm,tcp,0.000076
3506,apc-3506,tcp,0.000076
3511,webmail-2,tcp,0.000076
3513,arcpd,tcp,0.000076
3515,must-backplane,tcp,0.000076
3519,nvmsgd,tcp,0.000076
3520,galileolog,tcp,0.000076
3526,starquiz-port,tcp,0.000076
3530,gf,tcp,0.000076
3532,raven-rmp,tcp,0.000076
3577,config-port,tcp,0.000076
3586,emprise-lsc,tcp,0.000076
3599,quasar-server,tcp,0.000076
3600,trap-daemon,tcp,0.000076
3602,infiniswitchcl,tcp,0.000076
3603,int-rcv-cntrl,tcp,0.000076
3621,ep-nsp,tcp,0.000076
3622,ff-lr-port,tcp,0.000076
3636,servistaitsm,tcp,0.000076
3637,scservp,tcp,0.000076
3652,vxcrnbuport,tcp,0.000076
3653,tsp,tcp,0.000076
3656,abatjss,tcp,0.000076
3658,ps-ams,tcp,0.000076
3663,dtp,tcp,0.000076
3669,casanswmgmt,tcp,0.000076
3670,smile,tcp,0.000076
3672,lispworks-orb,tcp,0.000076
3680,npds-tracker,tcp,0.000076
3681,bts-x73,tcp,0.000076
3683,bmc-ea,tcp,0.000076
3712,sentinel-ent,tcp,0.000076
3728,e-woa,tcp,0.000076
3742,cst-port,tcp,0.000076
3749,cimtrak,tcp,0.000076
3765,rtraceroute,tcp,0.000076
3787,fintrx,tcp,0.000076
3788,isrp-port,tcp,0.000076
3790,quickbooksrds,tcp,0.000076
3793,dcsoftware,tcp,0.000076
3795,myblast,tcp,0.000076
3796,spw-dialer,tcp,0.000076
3798,minilock,tcp,0.000076
3799,radius-dynauth,tcp,0.000076
3803,soniqsync,tcp,0.000076
3806,wsmlb,tcp,0.000076
3810,wlanauth,tcp,0.000076
3811,amp,tcp,0.000076
3812,neto-wol-server,tcp,0.000076
3813,rap-ip,tcp,0.000076
3817,tapeware,tcp,0.000076
3823,acp-conduit,tcp,0.000076
3825,ffserver,tcp,0.000076
3830,cernsysmgmtagt,tcp,0.000076
3831,dvapps,tcp,0.000076
3837,mkm-discovery,tcp,0.000076
3839,amx-rms,tcp,0.000076
3842,nhci,tcp,0.000076
3847,msfw-control,tcp,0.000076
3850,qtms-bootstrap,tcp,0.000076
3856,informer,tcp,0.000076
3860,sasp,tcp,0.000076
3868,diameter,tcp,0.000076
3876,dl_agent,tcp,0.000076
3879,appss-lm,tcp,0.000076
3882,msdts1,tcp,0.000076
3890,ndsconnect,tcp,0.000076
3897,sdo-ssh,tcp,0.000076
3899,itv-control,tcp,0.000076
3901,nimsh,tcp,0.000076
3902,nimaux,tcp,0.000076
3904,omnilink-port,tcp,0.000076
3906,topovista-data,tcp,0.000076
3908,hppronetman,tcp,0.000076
3909,surfcontrolcpa,tcp,0.000076
3911,prnstatus,tcp,0.000076
3913,listcrt-port,tcp,0.000076
3915,agcat,tcp,0.000076
3919,hyperip,tcp,0.000076
3922,sor-update,tcp,0.000076
3923,symb-sb-port,tcp,0.000076
3928,netboot-pxe,tcp,0.000076
3930,syam-webserver,tcp,0.000076
3935,sdp-portmapper,tcp,0.000076
3936,mailprox,tcp,0.000076
3937,dvbservdsc,tcp,0.000076
3940,xecp-node,tcp,0.000076
3943,tig,tcp,0.000076
3946,backupedge,tcp,0.000076
3948,apdap,tcp,0.000076
3949,drip,tcp,0.000076
3952,i3-sessionmgr,tcp,0.000076
3956,gvcp,tcp,0.000076
3961,proaxess,tcp,0.000076
3962,sbi-agent,tcp,0.000076
3964,sasggprs,tcp,0.000076
3967,ppsms,tcp,0.000076
3975,airshot,tcp,0.000076
3979,smwan,tcp,0.000076
3980,acms,tcp,0.000076
3982,eis,tcp,0.000076
3983,eisp,tcp,0.000076
3989,bv-queryengine,tcp,0.000076
3991,bv-smcsrv,tcp,0.000076
3992,bv-ds,tcp,0.000076
3996,abcsoftware,tcp,0.000076
3997,agentsease-db,tcp,0.000076
4007,pxc-splr,tcp,0.000076
4010,samsung-unidex,tcp,0.000076
4016,talarian-mcast2,tcp,0.000076
4020,trap,tcp,0.000076
4022,dnox,tcp,0.000076
4024,tnp1-port,tcp,0.000076
4025,partimage,tcp,0.000076
4029,ip-qsig,tcp,0.000076
4035,wap-push-http,tcp,0.000076
4036,wap-push-https,tcp,0.000076
4039,fazzt-admin,tcp,0.000076
4056,lms,tcp,0.000076
4058,kingfisher,tcp,0.000076
4065,avanti_cdp,tcp,0.000076
4087,applusservice,tcp,0.000076
4090,omasgport,tcp,0.000076
4100,igo-incognito,tcp,0.000076
4101,brlp-0,tcp,0.000076
4112,apple-vpns-rp,tcp,0.000076
4113,aipn-reg,tcp,0.000076
4118,netscript,tcp,0.000076
4119,assuria-slm,tcp,0.000076
4120,unknown,tcp,0.000076
4121,e-builder,tcp,0.000076
4135,cl-db-attach,tcp,0.000076
4141,oirtgsvc,tcp,0.000076
4158,stat-cc,tcp,0.000076
4161,omscontact,tcp,0.000076
4174,unknown,tcp,0.000076
4190,sieve,tcp,0.000076
4192,azeti,tcp,0.000076
4206,vrml-multi-use,tcp,0.000076
4220,vrml-multi-use,tcp,0.000076
4234,vrml-multi-use,tcp,0.000076
4243,vrml-multi-use,tcp,0.000076
4262,vrml-multi-use,tcp,0.000076
4294,vrml-multi-use,tcp,0.000076
4297,vrml-multi-use,tcp,0.000076
4298,vrml-multi-use,tcp,0.000076
4300,corelccam,tcp,0.000076
4302,d-data-control,tcp,0.000076
4325,geognosisman,tcp,0.000076
4328,jaxer-manager,tcp,0.000076
4342,lisp-cons,tcp,0.000076
4355,qsnet-workst,tcp,0.000076
4356,qsnet-assist,tcp,0.000076
4357,qsnet-cond,tcp,0.000076
4358,qsnet-nucl,tcp,0.000076
4369,epmd,tcp,0.000076
4374,psi-ptt,tcp,0.000076
4375,tolteces,tcp,0.000076
4376,bip,tcp,0.000076
4384,unknown,tcp,0.000076
4388,unknown,tcp,0.000076
4401,ds-srvr,tcp,0.000076
4407,nacagent,tcp,0.000076
4414,unknown,tcp,0.000076
4415,unknown,tcp,0.000076
4418,unknown,tcp,0.000076
4433,unknown,tcp,0.000076
4442,saris,tcp,0.000076
4447,n1-rmgmt,tcp,0.000076
4454,nssagentmgr,tcp,0.000076
4464,unknown,tcp,0.000076
4471,unknown,tcp,0.000076
4476,unknown,tcp,0.000076
4516,unknown,tcp,0.000076
4517,unknown,tcp,0.000076
4530,unknown,tcp,0.000076
4534,unknown,tcp,0.000076
4545,worldscores,tcp,0.000076
4558,unknown,tcp,0.000076
4570,unknown,tcp,0.000076
4599,a17-an-an,tcp,0.000076
4601,piranha2,tcp,0.000076
4602,mtsserver,tcp,0.000076
4606,unknown,tcp,0.000076
4609,unknown,tcp,0.000076
4644,unknown,tcp,0.000076
4649,unknown,tcp,0.000076
4665,contclientms,tcp,0.000076
4687,nst,tcp,0.000076
4689,altovacentral,tcp,0.000076
4700,netxms-agent,tcp,0.000076
4712,unknown,tcp,0.000076
4713,pulseaudio,tcp,0.000076
4745,fmp,tcp,0.000076
4760,unknown,tcp,0.000076
4767,unknown,tcp,0.000076
4770,unknown,tcp,0.000076
4771,unknown,tcp,0.000076
4778,unknown,tcp,0.000076
4793,unknown,tcp,0.000076
4800,iims,tcp,0.000076
4819,unknown,tcp,0.000076
4859,unknown,tcp,0.000076
4860,unknown,tcp,0.000076
4876,unknown,tcp,0.000076
4877,unknown,tcp,0.000076
4881,unknown,tcp,0.000076
4903,unknown,tcp,0.000076
4912,lutap,tcp,0.000076
4931,unknown,tcp,0.000076
4999,hfcs-manager,tcp,0.000076
5005,avt-profile-2,tcp,0.000076
5012,nsp,tcp,0.000076
5013,fmpro-v6,tcp,0.000076
5014,unknown,tcp,0.000076
5015,fmwp,tcp,0.000076
5016,unknown,tcp,0.000076
5017,unknown,tcp,0.000076
5020,zenginkyo-1,tcp,0.000076
5021,zenginkyo-2,tcp,0.000076
5023,htuilsrv,tcp,0.000076
5052,ita-manager,tcp,0.000076
5053,rlm,tcp,0.000076
5055,unot,tcp,0.000076
5066,stanag-5066,tcp,0.000076
5070,vtsas,tcp,0.000076
5088,unknown,tcp,0.000076
5090,unknown,tcp,0.000076
5095,unknown,tcp,0.000076
5096,unknown,tcp,0.000076
5098,unknown,tcp,0.000076
5111,taep-as-svc,tcp,0.000076
5114,ev-services,tcp,0.000076
5121,unknown,tcp,0.000076
5122,unknown,tcp,0.000076
5125,unknown,tcp,0.000076
5133,nbt-pc,tcp,0.000076
5137,ctsd,tcp,0.000076
5147,unknown,tcp,0.000076
5152,sde-discovery,tcp,0.000076
5201,targus-getdata1,tcp,0.000076
5202,targus-getdata2,tcp,0.000076
5219,unknown,tcp,0.000076
5233,unknown,tcp,0.000076
5234,eenet,tcp,0.000076
5235,galaxy-network,tcp,0.000076
5250,soagateway,tcp,0.000076
5252,movaz-ssc,tcp,0.000076
5259,unknown,tcp,0.000076
5261,unknown,tcp,0.000076
5291,unknown,tcp,0.000076
5347,unknown,tcp,0.000076
5370,unknown,tcp,0.000076
5377,unknown,tcp,0.000076
5423,virtualuser,tcp,0.000076
5433,pyrrho,tcp,0.000076
5441,unknown,tcp,0.000076
5442,unknown,tcp,0.000076
5444,unknown,tcp,0.000076
5457,unknown,tcp,0.000076
5458,unknown,tcp,0.000076
5473,unknown,tcp,0.000076
5475,unknown,tcp,0.000076
5502,fcp-srvr-inst1,tcp,0.000076
5552,unknown,tcp,0.000076
5553,sgi-eventmond,tcp,0.000076
5554,sgi-esphttp,tcp,0.000076
5557,farenet,tcp,0.000076
5580,tmosms0,tcp,0.000076
5581,tmosms1,tcp,0.000076
5611,unknown,tcp,0.000076
5612,unknown,tcp,0.000076
5620,unknown,tcp,0.000076
5621,unknown,tcp,0.000076
5622,unknown,tcp,0.000076
5665,unknown,tcp,0.000076
5667,unknown,tcp,0.000076
5672,amqp,tcp,0.000076
5711,unknown,tcp,0.000076
5721,dtpt,tcp,0.000076
5722,msdfsr,tcp,0.000076
5723,omhs,tcp,0.000076
5732,unknown,tcp,0.000076
5734,unknown,tcp,0.000076
5737,unknown,tcp,0.000076
5804,unknown,tcp,0.000076
5806,unknown,tcp,0.000076
5808,unknown,tcp,0.000076
5814,spt-automation,tcp,0.000076
5817,unknown,tcp,0.000076
5820,unknown,tcp,0.000076
5821,unknown,tcp,0.000076
5824,unknown,tcp,0.000076
5826,unknown,tcp,0.000076
5827,unknown,tcp,0.000076
5831,unknown,tcp,0.000076
5834,unknown,tcp,0.000076
5836,unknown,tcp,0.000076
5838,unknown,tcp,0.000076
5839,unknown,tcp,0.000076
5840,unknown,tcp,0.000076
5845,unknown,tcp,0.000076
5848,unknown,tcp,0.000076
5849,unknown,tcp,0.000076
5852,unknown,tcp,0.000076
5853,unknown,tcp,0.000076
5854,unknown,tcp,0.000076
5858,unknown,tcp,0.000076
5860,unknown,tcp,0.000076
5871,unknown,tcp,0.000076
5874,unknown,tcp,0.000076
5875,unknown,tcp,0.000076
5878,unknown,tcp,0.000076
5881,unknown,tcp,0.000076
5887,unknown,tcp,0.000076
5888,unknown,tcp,0.000076
5908,unknown,tcp,0.000076
5912,fis,tcp,0.000076
5917,unknown,tcp,0.000076
5920,unknown,tcp,0.000076
5921,unknown,tcp,0.000076
5923,unknown,tcp,0.000076
5924,unknown,tcp,0.000076
5926,unknown,tcp,0.000076
5927,unknown,tcp,0.000076
5931,unknown,tcp,0.000076
5934,unknown,tcp,0.000076
5936,unknown,tcp,0.000076
5939,unknown,tcp,0.000076
5945,unknown,tcp,0.000076
5948,unknown,tcp,0.000076
5949,unknown,tcp,0.000076
5953,unknown,tcp,0.000076
5954,unknown,tcp,0.000076
5958,unknown,tcp,0.000076
5966,unknown,tcp,0.000076
5969,mppolicy-mgr,tcp,0.000076
5971,unknown,tcp,0.000076
5974,unknown,tcp,0.000076
5975,unknown,tcp,0.000076
5985,wsman,tcp,0.000076
5986,wsmans,tcp,0.000076
6010,x11,tcp,0.000076
6015,x11,tcp,0.000076
6021,x11,tcp,0.000076
6030,x11,tcp,0.000076
6052,x11,tcp,0.000076
6055,x11,tcp,0.000076
6062,x11,tcp,0.000076
6063,x11,tcp,0.000076
6065,winpharaoh,tcp,0.000076
6067,unknown,tcp,0.000076
6077,unknown,tcp,0.000076
6085,konspire2b,tcp,0.000076
6090,unknown,tcp,0.000076
6091,unknown,tcp,0.000076
6113,dayliteserver,tcp,0.000076
6115,xic,tcp,0.000076
6120,unknown,tcp,0.000076
6126,unknown,tcp,0.000076
6161,patrol-ism,tcp,0.000076
6250,unknown,tcp,0.000076
6251,tl1-raw-ssl,tcp,0.000076
6259,unknown,tcp,0.000076
6273,unknown,tcp,0.000076
6274,unknown,tcp,0.000076
6309,unknown,tcp,0.000076
6310,unknown,tcp,0.000076
6323,unknown,tcp,0.000076
6324,unknown,tcp,0.000076
6349,unknown,tcp,0.000076
6350,adap,tcp,0.000076
6412,unknown,tcp,0.000076
6503,boks_clntd,tcp,0.000076
6535,unknown,tcp,0.000076
6579,affiliate,tcp,0.000076
6606,unknown,tcp,0.000076
6628,afesc-mc,tcp,0.000076
6644,unknown,tcp,0.000076
6647,unknown,tcp,0.000076
6650,unknown,tcp,0.000076
6709,unknown,tcp,0.000076
6710,unknown,tcp,0.000076
6725,unknown,tcp,0.000076
6734,unknown,tcp,0.000076
6780,unknown,tcp,0.000076
6877,unknown,tcp,0.000076
6888,muse,tcp,0.000076
6897,unknown,tcp,0.000076
6920,unknown,tcp,0.000076
6922,unknown,tcp,0.000076
6942,unknown,tcp,0.000076
6956,unknown,tcp,0.000076
6972,unknown,tcp,0.000076
6973,unknown,tcp,0.000076
7033,unknown,tcp,0.000076
7043,unknown,tcp,0.000076
7067,unknown,tcp,0.000076
7068,unknown,tcp,0.000076
7071,iwg1,tcp,0.000076
7072,unknown,tcp,0.000076
7092,unknown,tcp,0.000076
7099,lazy-ptop,tcp,0.000076
7101,elcn,tcp,0.000076
7102,unknown,tcp,0.000076
7104,unknown,tcp,0.000076
7119,unknown,tcp,0.000076
7121,virprot-lm,tcp,0.000076
7184,unknown,tcp,0.000076
7218,unknown,tcp,0.000076
7231,unknown,tcp,0.000076
7300,swx,tcp,0.000076
7320,swx,tcp,0.000076
7325,swx,tcp,0.000076
7345,swx,tcp,0.000076
7400,rtps-discovery,tcp,0.000076
7451,unknown,tcp,0.000076
7456,unknown,tcp,0.000076
7500,silhouette,tcp,0.000076
7501,ovbus,tcp,0.000076
7553,unknown,tcp,0.000076
7555,unknown,tcp,0.000076
7600,unknown,tcp,0.000076
7628,zen-pawn,tcp,0.000076
7637,unknown,tcp,0.000076
7654,unknown,tcp,0.000076
7685,unknown,tcp,0.000076
7688,unknown,tcp,0.000076
7771,unknown,tcp,0.000076
7772,unknown,tcp,0.000076
7780,unknown,tcp,0.000076
7788,unknown,tcp,0.000076
7789,office-tools,tcp,0.000076
7813,unknown,tcp,0.000076
7830,unknown,tcp,0.000076
7852,unknown,tcp,0.000076
7853,unknown,tcp,0.000076
7854,unknown,tcp,0.000076
7895,unknown,tcp,0.000076
7975,unknown,tcp,0.000076
7998,unknown,tcp,0.000076
8003,mcreport,tcp,0.000076
8005,mxi,tcp,0.000076
8006,unknown,tcp,0.000076
8014,unknown,tcp,0.000076
8018,unknown,tcp,0.000076
8023,unknown,tcp,0.000076
8025,ca-audit-da,tcp,0.000076
8029,unknown,tcp,0.000076
8037,unknown,tcp,0.000076
8052,senomix01,tcp,0.000076
8060,unknown,tcp,0.000076
8064,unknown,tcp,0.000076
8092,unknown,tcp,0.000076
8110,unknown,tcp,0.000076
8116,cp-cluster,tcp,0.000076
8133,unknown,tcp,0.000076
8144,unknown,tcp,0.000076
8201,trivnet2,tcp,0.000076
8202,unknown,tcp,0.000076
8232,unknown,tcp,0.000076
8245,unknown,tcp,0.000076
8248,unknown,tcp,0.000076
8255,unknown,tcp,0.000076
8268,unknown,tcp,0.000076
8273,unknown,tcp,0.000076
8282,unknown,tcp,0.000076
8295,unknown,tcp,0.000076
8308,unknown,tcp,0.000076
8339,unknown,tcp,0.000076
8401,sabarsd,tcp,0.000076
8403,admind,tcp,0.000076
8409,unknown,tcp,0.000076
8445,unknown,tcp,0.000076
8451,unknown,tcp,0.000076
8452,unknown,tcp,0.000076
8453,unknown,tcp,0.000076
8454,unknown,tcp,0.000076
8455,unknown,tcp,0.000076
8470,cisco-avp,tcp,0.000076
8471,pim-port,tcp,0.000076
8472,otv,tcp,0.000076
8474,noteshare,tcp,0.000076
8477,unknown,tcp,0.000076
8479,unknown,tcp,0.000076
8484,unknown,tcp,0.000076
8515,unknown,tcp,0.000076
8530,unknown,tcp,0.000076
8531,unknown,tcp,0.000076
8539,unknown,tcp,0.000076
8562,unknown,tcp,0.000076
8601,unknown,tcp,0.000076
8621,unknown,tcp,0.000076
8640,unknown,tcp,0.000076
8644,unknown,tcp,0.000076
8655,unknown,tcp,0.000076
8658,unknown,tcp,0.000076
8673,unknown,tcp,0.000076
8680,unknown,tcp,0.000076
8736,unknown,tcp,0.000076
8752,unknown,tcp,0.000076
8756,unknown,tcp,0.000076
8772,unknown,tcp,0.000076
8790,unknown,tcp,0.000076
8798,unknown,tcp,0.000076
8801,unknown,tcp,0.000076
8843,unknown,tcp,0.000076
8865,unknown,tcp,0.000076
8878,unknown,tcp,0.000076
8879,unknown,tcp,0.000076
8880,cddbp-alt,tcp,0.000076
8882,unknown,tcp,0.000076
8887,unknown,tcp,0.000076
8898,unknown,tcp,0.000076
8900,jmb-cds1,tcp,0.000076
8925,unknown,tcp,0.000076
8954,cumulus-admin,tcp,0.000076
8980,unknown,tcp,0.000076
8999,bctp,tcp,0.000076
9004,unknown,tcp,0.000076
9005,unknown,tcp,0.000076
9013,unknown,tcp,0.000076
9020,tambora,tcp,0.000076
9021,panagolin-ident,tcp,0.000076
9022,paragent,tcp,0.000076
9037,unknown,tcp,0.000076
9044,unknown,tcp,0.000076
9061,unknown,tcp,0.000076
9065,unknown,tcp,0.000076
9084,aurora,tcp,0.000076
9125,unknown,tcp,0.000076
9128,unknown,tcp,0.000076
9130,unknown,tcp,0.000076
9131,dddp,tcp,0.000076
9133,unknown,tcp,0.000076
9160,apani1,tcp,0.000076
9161,apani2,tcp,0.000076
9170,unknown,tcp,0.000076
9183,unknown,tcp,0.000076
9202,wap-wsp-s,tcp,0.000076
9210,oma-mlp,tcp,0.000076
9211,oma-mlp-s,tcp,0.000076
9287,cumulus,tcp,0.000076
9300,vrace,tcp,0.000076
9333,litecoin,tcp,0.000076
9343,mpidcmgr,tcp,0.000076
9351,unknown,tcp,0.000076
9364,unknown,tcp,0.000076
9400,sec-t4net-srv,tcp,0.000076
9454,unknown,tcp,0.000076
9464,unknown,tcp,0.000076
9478,unknown,tcp,0.000076
9493,unknown,tcp,0.000076
9513,unknown,tcp,0.000076
9527,unknown,tcp,0.000076
9583,unknown,tcp,0.000076
9592,ldgateway,tcp,0.000076
9613,unknown,tcp,0.000076
9616,erunbook_agent,tcp,0.000076
9619,unknown,tcp,0.000076
9620,unknown,tcp,0.000076
9628,odbcpathway,tcp,0.000076
9648,unknown,tcp,0.000076
9654,unknown,tcp,0.000076
9661,unknown,tcp,0.000076
9665,unknown,tcp,0.000076
9667,xmms2,tcp,0.000076
9674,unknown,tcp,0.000076
9679,unknown,tcp,0.000076
9680,unknown,tcp,0.000076
9683,unknown,tcp,0.000076
9694,client-wakeup,tcp,0.000076
9700,board-roar,tcp,0.000076
9745,unknown,tcp,0.000076
9777,unknown,tcp,0.000076
9812,unknown,tcp,0.000076
9814,unknown,tcp,0.000076
9823,unknown,tcp,0.000076
9825,unknown,tcp,0.000076
9826,unknown,tcp,0.000076
9830,unknown,tcp,0.000076
9844,unknown,tcp,0.000076
9875,sapv1,tcp,0.000076
9901,unknown,tcp,0.000076
9908,unknown,tcp,0.000076
9909,domaintime,tcp,0.000076
9910,unknown,tcp,0.000076
9911,sype-transport,tcp,0.000076
9912,unknown,tcp,0.000076
9915,unknown,tcp,0.000076
9919,unknown,tcp,0.000076
9950,apc-9950,tcp,0.000076
9971,unknown,tcp,0.000076
9975,unknown,tcp,0.000076
9979,unknown,tcp,0.000076
9990,osm-appsrvr,tcp,0.000076
9995,palace-4,tcp,0.000076
10006,unknown,tcp,0.000076
10007,mvs-capacity,tcp,0.000076
10018,unknown,tcp,0.000076
10019,unknown,tcp,0.000076
10020,unknown,tcp,0.000076
10035,unknown,tcp,0.000076
10042,unknown,tcp,0.000076
10045,unknown,tcp,0.000076
10064,unknown,tcp,0.000076
10093,unknown,tcp,0.000076
10101,ezmeeting-2,tcp,0.000076
10115,netiq-endpt,tcp,0.000076
10238,unknown,tcp,0.000076
10245,unknown,tcp,0.000076
10246,unknown,tcp,0.000076
10255,unknown,tcp,0.000076
10280,unknown,tcp,0.000076
10338,unknown,tcp,0.000076
10347,unknown,tcp,0.000076
10357,unknown,tcp,0.000076
10387,unknown,tcp,0.000076
10414,unknown,tcp,0.000076
10443,unknown,tcp,0.000076
10494,unknown,tcp,0.000076
10500,unknown,tcp,0.000076
10509,unknown,tcp,0.000076
10529,unknown,tcp,0.000076
10535,unknown,tcp,0.000076
10550,unknown,tcp,0.000076
10551,unknown,tcp,0.000076
10552,unknown,tcp,0.000076
10553,unknown,tcp,0.000076
10554,unknown,tcp,0.000076
10555,unknown,tcp,0.000076
10556,unknown,tcp,0.000076
10565,unknown,tcp,0.000076
10567,unknown,tcp,0.000076
10601,unknown,tcp,0.000076
10602,unknown,tcp,0.000076
10699,unknown,tcp,0.000076
10754,unknown,tcp,0.000076
10842,unknown,tcp,0.000076
10852,unknown,tcp,0.000076
10878,unknown,tcp,0.000076
10900,unknown,tcp,0.000076
11000,irisa,tcp,0.000076
11001,metasys,tcp,0.000076
11003,unknown,tcp,0.000076
11007,unknown,tcp,0.000076
11019,unknown,tcp,0.000076
11026,unknown,tcp,0.000076
11031,unknown,tcp,0.000076
11032,unknown,tcp,0.000076
11033,unknown,tcp,0.000076
11089,unknown,tcp,0.000076
11100,unknown,tcp,0.000076
11180,unknown,tcp,0.000076
11200,unknown,tcp,0.000076
11224,unknown,tcp,0.000076
11250,unknown,tcp,0.000076
11288,unknown,tcp,0.000076
11296,unknown,tcp,0.000076
11401,unknown,tcp,0.000076
11552,unknown,tcp,0.000076
11697,unknown,tcp,0.000076
11735,unknown,tcp,0.000076
11813,unknown,tcp,0.000076
11862,unknown,tcp,0.000076
11863,unknown,tcp,0.000076
11940,unknown,tcp,0.000076
12001,entextnetwk,tcp,0.000076
12002,entexthigh,tcp,0.000076
12005,dbisamserver1,tcp,0.000076
12009,unknown,tcp,0.000076
12019,unknown,tcp,0.000076
12031,unknown,tcp,0.000076
12034,unknown,tcp,0.000076
12077,unknown,tcp,0.000076
12080,unknown,tcp,0.000076
12090,unknown,tcp,0.000076
12096,unknown,tcp,0.000076
12097,unknown,tcp,0.000076
12121,nupaper-ss,tcp,0.000076
12132,unknown,tcp,0.000076
12137,unknown,tcp,0.000076
12146,unknown,tcp,0.000076
12156,unknown,tcp,0.000076
12171,unknown,tcp,0.000076
12192,unknown,tcp,0.000076
12225,unknown,tcp,0.000076
12240,unknown,tcp,0.000076
12243,unknown,tcp,0.000076
12251,unknown,tcp,0.000076
12271,unknown,tcp,0.000076
12275,unknown,tcp,0.000076
12296,unknown,tcp,0.000076
12340,unknown,tcp,0.000076
12414,unknown,tcp,0.000076
12699,unknown,tcp,0.000076
12702,unknown,tcp,0.000076
12766,unknown,tcp,0.000076
12865,unknown,tcp,0.000076
12891,unknown,tcp,0.000076
12892,unknown,tcp,0.000076
12955,unknown,tcp,0.000076
12962,unknown,tcp,0.000076
13017,unknown,tcp,0.000076
